Year,Année,ISO,Jurisdiction,Juridiction,Cause,Origine,Number,Data Qualifier,Nombre,Qualificatifs de données
2013,2013,YT,Yukon,Yukon,Lightning,Foudre,156,a,156,a
2014,2014,AB,Alberta,Alberta,Human activity,Activités humaines,865,a,865,a
2014,2014,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,3,a,3,a
2014,2014,AB,Alberta,Alberta,Lightning,Foudre,609,a,609,a
2014,2014,AB,Alberta,Alberta,Unspecified,Indéterminée,29,a,29,a
2014,2014,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,655,a,655,a
2014,2014,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,1,a,1,a
2014,2014,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,820,a,820,a
2014,2014,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,2,a,2,a
2014,2014,MB,Manitoba,Manitoba,Human activity,Activités humaines,115,a,115,a
2014,2014,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,1,a,1,a
2014,2014,MB,Manitoba,Manitoba,Lightning,Foudre,130,a,130,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,154,a,154,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,4,a,4,a
2014,2014,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,22,a,22,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirigé,1,a,1,a
2014,2014,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,1,a,1,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,157,a,157,a
2014,2014,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,15,a,15,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,18,a,18,a
2014,2014,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,370,a,370,a
2014,2014,ON,Ontario,Ontario,Human activity,Activités humaines,180,a,180,a
2014,2014,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,6,a,6,a
2014,2014,ON,Ontario,Ontario,Lightning,Foudre,117,a,117,a
2014,2014,ON,Ontario,Ontario,Unspecified,Indéterminée,6,a,6,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,4,a,4,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,,a,,a
2014,2014,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,,a,,a
2014,2014,QC,Quebec,Québec,Human activity,Activités humaines,225,a,225,a
2014,2014,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,3,a,3,a
2014,2014,QC,Quebec,Québec,Lightning,Foudre,68,a,68,a
2014,2014,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,209,a,209,a
2014,2014,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,2,a,2,a
2014,2014,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,194,a,194,a
2014,2014,YT,Yukon,Yukon,Human activity,Activités humaines,18,a,18,a
2014,2014,YT,Yukon,Yukon,Lightning,Foudre,16,a,16,a
2015,2015,AB,Alberta,Alberta,Human activity,Activités humaines,1033,a,1033,a
2015,2015,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,7,a,7,a
2015,2015,AB,Alberta,Alberta,Lightning,Foudre,829,a,829,a
2015,2015,AB,Alberta,Alberta,Unspecified,Indéterminée,83,a,83,a
2015,2015,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,625,a,625,a
2015,2015,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,1,a,1,a
2015,2015,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1245,a,1245,a
2015,2015,MB,Manitoba,Manitoba,Human activity,Activités humaines,164,a,164,a
2015,2015,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,2,a,2,a
2015,2015,MB,Manitoba,Manitoba,Lightning,Foudre,295,a,295,a
2015,2015,MB,Manitoba,Manitoba,Unspecified,Indéterminée,2,a,2,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,186,a,186,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,8,a,8,a
2015,2015,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,28,a,28,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,6,a,6,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirigé,2,a,2,a
2015,2015,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,19,a,19,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,236,a,236,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,1,a,1,a
2015,2015,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,12,a,12,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,16,a,16,a
2015,2015,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,241,a,241,a
2015,2015,ON,Ontario,Ontario,Human activity,Activités humaines,345,a,345,a
2015,2015,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,4,a,4,a
2015,2015,ON,Ontario,Ontario,Lightning,Foudre,319,a,319,a
2015,2015,ON,Ontario,Ontario,Unspecified,Indéterminée,7,a,7,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,5,a,5,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,,a,,a
2015,2015,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,,a,,a
2015,2015,QC,Quebec,Québec,Human activity,Activités humaines,340,a,340,a
2015,2015,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,6,a,6,a
2015,2015,QC,Quebec,Québec,Lightning,Foudre,46,a,46,a
2015,2015,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,344,a,344,a
2015,2015,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,7,a,7,a
2015,2015,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,384,a,384,a
2015,2015,YT,Yukon,Yukon,Human activity,Activités humaines,24,a,24,a
2015,2015,YT,Yukon,Yukon,Lightning,Foudre,162,a,162,a
2016,2016,AB,Alberta,Alberta,Human activity,Activités humaines,878,a,878,a
2016,2016,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,7,a,7,a
2016,2016,AB,Alberta,Alberta,Lightning,Foudre,537,a,537,a
2016,2016,AB,Alberta,Alberta,Unspecified,Indéterminée,63,a,63,a
2016,2016,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,584,a,584,a
2016,2016,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,2,a,2,a
2016,2016,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,489,a,489,a
2016,2016,MB,Manitoba,Manitoba,Human activity,Activités humaines,108,a,108,a
2016,2016,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,2,a,2,a
2016,2016,MB,Manitoba,Manitoba,Lightning,Foudre,96,a,96,a
2016,2016,MB,Manitoba,Manitoba,Unspecified,Indéterminée,1,a,1,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,238,a,238,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,13,a,13,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,34,a,34,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,4,a,4,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burn,Brûlage dirigé,1,a,1,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,13,a,13,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,246,a,246,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,2,a,2,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,11,a,11,a
2016,2016,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,12,a,12,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,17,a,17,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,176,a,176,a
2016,2016,ON,Ontario,Ontario,Human activity,Activités humaines,454,a,454,a
2016,2016,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,5,a,5,a
2016,2016,ON,Ontario,Ontario,Lightning,Foudre,174,a,174,a
2016,2016,ON,Ontario,Ontario,Unspecified,Indéterminée,24,a,24,a
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,8,a,8,a
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0,a,0,a
2016,2016,QC,Quebec,Québec,Human activity,Activités humaines,433,a,433,a
2016,2016,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,3,a,3,a
2016,2016,QC,Quebec,Québec,Lightning,Foudre,171,a,171,a
2016,2016,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,232,a,232,a
2016,2016,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,4,a,4,a
2016,2016,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,171,a,171,a
2016,2016,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,1,a,1,a
2016,2016,YT,Yukon,Yukon,Human activity,Activités humaines,24,a,24,a
2016,2016,YT,Yukon,Yukon,Lightning,Foudre,29,a,29,a
2017,2017,AB,Alberta,Alberta,Human activity,Activités humaines,834,a,834,a
2017,2017,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,3,a,3,a
2017,2017,AB,Alberta,Alberta,Lightning,Foudre,448,a,448,a
2017,2017,AB,Alberta,Alberta,Unspecified,Indéterminée,45,a,45,a
2017,2017,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,574,a,574,a
2017,2017,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,1,a,1,a
2017,2017,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,821,a,821,a
2017,2017,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,4,a,4,a
2017,2017,MB,Manitoba,Manitoba,Human activity,Activités humaines,143,a,143,a
2017,2017,MB,Manitoba,Manitoba,Lightning,Foudre,423,a,423,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,182,a,182,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,29,a,29,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,34,a,34,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,78,a,78,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,3,a,3,a
2017,2017,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,1,a,1,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,176,a,176,a
2017,2017,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,1,a,1,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,19,a,19,a
2017,2017,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,249,a,249,a
2017,2017,ON,Ontario,Ontario,Human activity,Activités humaines,209,a,209,a
2017,2017,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,4,a,4,a
2017,2017,ON,Ontario,Ontario,Lightning,Foudre,556,a,556,a
2017,2017,ON,Ontario,Ontario,Unspecified,Indéterminée,12,a,12,a
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,4,a,4,a
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Lightning,Foudre,0,a,0,a
2017,2017,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,0,a,0,a
2017,2017,QC,Quebec,Québec,Human activity,Activités humaines,236,a,236,a
2017,2017,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,3,a,3,a
2017,2017,QC,Quebec,Québec,Lightning,Foudre,83,a,83,a
2017,2017,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,195,a,195,a
2017,2017,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,4,a,4,a
2017,2017,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,169,a,169,a
2017,2017,YT,Yukon,Yukon,Human activity,Activités humaines,22,a,22,a
2017,2017,YT,Yukon,Yukon,Lightning,Foudre,93,a,93,a
2018,2018,AB,Alberta,Alberta,Human activity,Activités humaines,782,a,782,a
2018,2018,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,2,a,2,a
2018,2018,AB,Alberta,Alberta,Lightning,Foudre,535,a,535,a
2018,2018,AB,Alberta,Alberta,Unspecified,Indéterminée,63,a,63,a
2018,2018,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,542,a,542,a
2018,2018,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,2,a,2,a
2018,2018,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,1557,a,1557,a
2018,2018,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,22,a,22,a
2018,2018,MB,Manitoba,Manitoba,Human activity,Activités humaines,236,a,236,a
2018,2018,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,1,a,1,a
2018,2018,MB,Manitoba,Manitoba,Lightning,Foudre,245,a,245,a
2018,2018,MB,Manitoba,Manitoba,Unspecified,Indéterminée,1,a,1,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,229,a,229,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,19,a,19,a
2018,2018,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,37,a,37,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,127,a,127,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,4,a,4,a
2018,2018,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,1,a,1,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,189,a,189,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Prescribed burn,Brûlage dirigé,1,a,1,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,4,a,4,a
2018,2018,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,2,a,2,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,6,a,6,a
2018,2018,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,57,a,57,a
2018,2018,ON,Ontario,Ontario,Human activity,Activités humaines,378,a,378,a
2018,2018,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,6,a,6,a
2018,2018,ON,Ontario,Ontario,Lightning,Foudre,943,a,943,a
2018,2018,ON,Ontario,Ontario,Unspecified,Indéterminée,12,a,12,a
2018,2018,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,8,a,8,a
2018,2018,QC,Quebec,Québec,Human activity,Activités humaines,400,a,400,a
2018,2018,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,2,a,2,a
2018,2018,QC,Quebec,Québec,Lightning,Foudre,194,a,194,a
2018,2018,QC,Quebec,Québec,Unspecified,Indéterminée,1,a,1,a
2018,2018,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,276,a,276,a
2018,2018,SK,Saskatchewan,Saskatchewan,Prescribed burn,Brûlage dirigé,5,a,5,a
2018,2018,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,170,a,170,a
2018,2018,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,1,a,1,a
2018,2018,YT,Yukon,Yukon,Human activity,Activités humaines,18,a,18,a
2018,2018,YT,Yukon,Yukon,Lightning,Foudre,33,a,33,a
2019,2019,AB,Alberta,Alberta,Human activity,Activités humaines,728,a,728,a
2019,2019,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,2,a,2,a
2019,2019,AB,Alberta,Alberta,Lightning,Foudre,318,a,318,a
2019,2019,AB,Alberta,Alberta,Unspecified,Indéterminée,33,a,33,a
2019,2019,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,360,a,360,a
2019,2019,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,2,a,2,a
2019,2019,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,380,a,380,a
2019,2019,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,101,a,101,a
2019,2019,MB,Manitoba,Manitoba,Human activity,Activités humaines,149,a,149,a
2019,2019,MB,Manitoba,Manitoba,Prescribed burn,Brûlage dirigé,1,a,1,a
2019,2019,MB,Manitoba,Manitoba,Lightning,Foudre,133,a,133,a
2019,2019,MB,Manitoba,Manitoba,Unspecified,Indéterminée,1,a,1,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,152,a,152,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,14,a,14,a
2019,2019,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,17,a,17,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,89,a,89,a
2019,2019,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,10,a,10,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,137,a,137,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,2,a,2,a
2019,2019,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,4,a,4,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,20,a,20,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,126,a,126,a
2019,2019,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,1,a,1,a
2019,2019,ON,Ontario,Ontario,Human activity,Activités humaines,278,a,278,a
2019,2019,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,2,a,2,a
2019,2019,ON,Ontario,Ontario,Lightning,Foudre,255,a,255,a
2019,2019,ON,Ontario,Ontario,Unspecified,Indéterminée,6,a,6,a
2019,2019,PE,Prince Edward Island,Île-du-Prince-Édouard,Human activity,Activités humaines,3,a,3,a
2019,2019,QC,Quebec,Québec,Human activity,Activités humaines,276,a,276,a
2019,2019,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,5,a,5,a
2019,2019,QC,Quebec,Québec,Lightning,Foudre,81,a,81,a
2019,2019,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,178,a,178,a
2019,2019,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,73,a,73,a
2019,2019,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,7,a,7,a
2019,2019,YT,Yukon,Yukon,Human activity,Activités humaines,33,a,33,a
2019,2019,YT,Yukon,Yukon,Lightning,Foudre,85,a,85,a
2020,2020,AB,Alberta,Alberta,Human activity,Activités humaines,681,a,681,a
2020,2020,AB,Alberta,Alberta,Prescribed burn,Brûlage dirigé,2,a,2,a
2020,2020,AB,Alberta,Alberta,Lightning,Foudre,89,a,89,a
2020,2020,AB,Alberta,Alberta,Unspecified,Indéterminée,28,a,28,a
2020,2020,BC,British Columbia,Colombie-Britannique,Human activity,Activités humaines,369,a,369,a
2020,2020,BC,British Columbia,Colombie-Britannique,Prescribed burn,Brûlage dirigé,2,a,2,a
2020,2020,BC,British Columbia,Colombie-Britannique,Lightning,Foudre,277,a,277,a
2020,2020,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,36,a,36,a
2020,2020,MB,Manitoba,Manitoba,Human activity,Activités humaines,81,a,81,a
2020,2020,MB,Manitoba,Manitoba,Lightning,Foudre,74,a,74,a
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Human activity,Activités humaines,386,a,386,a
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Lightning,Foudre,28,a,28,a
2020,2020,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,52,a,52,a
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Human activity,Activités humaines,72,a,72,a
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Lightning,Foudre,24,a,24,a
2020,2020,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,1,a,1,a
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Human activity,Activités humaines,161,a,161,a
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Lightning,Foudre,16,a,16,a
2020,2020,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,1,a,1,a
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Human activity,Activités humaines,19,a,19,a
2020,2020,NT,Northwest Territories,Territoires du Nord-Ouest,Lightning,Foudre,51,a,51,a
2020,2020,ON,Ontario,Ontario,Human activity,Activités humaines,231,a,231,a
2020,2020,ON,Ontario,Ontario,Prescribed burn,Brûlage dirigé,2,a,2,a
2020,2020,ON,Ontario,Ontario,Lightning,Foudre,368,a,368,a
2020,2020,ON,Ontario,Ontario,Unspecified,Indéterminée,13,a,13,a
2020,2020,QC,Quebec,Québec,Human activity,Activités humaines,572,a,572,a
2020,2020,QC,Quebec,Québec,Prescribed burn,Brûlage dirigé,2,a,2,a
2020,2020,QC,Quebec,Québec,Lightning,Foudre,138,a,138,a
2020,2020,SK,Saskatchewan,Saskatchewan,Human activity,Activités humaines,136,a,136,a
2020,2020,SK,Saskatchewan,Saskatchewan,Lightning,Foudre,24,a,24,a
2020,2020,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,41,a,41,a
2020,2020,YT,Yukon,Yukon,Human activity,Activités humaines,11,a,11,a
2020,2020,YT,Yukon,Yukon,Lightning,Foudre,13,a,13,a
2021,2021,AB,Alberta,Alberta,Unspecified,Indéterminée,1342,e,1342,e
2021,2021,BC,British Columbia,Colombie-Britannique,Unspecified,Indéterminée,1635,e,1635,e
2021,2021,MB,Manitoba,Manitoba,Unspecified,Indéterminée,460,e,460,e
2021,2021,NB,New Brunswick,Nouveau-Brunswick,Unspecified,Indéterminée,180,e,180,e
2021,2021,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Unspecified,Indéterminée,82,e,82,e
2021,2021,NS,Nova Scotia,Nouvelle-Ecosse,Unspecified,Indéterminée,113,e,113,e
2021,2021,NT,Northwest Territories,Territoires du Nord-Ouest,Unspecified,Indéterminée,140,e,140,e
2021,2021,ON,Ontario,Ontario,Unspecified,Indéterminée,1198,e,1198,e
2021,2021,PC,Parks Canada,Parcs Canada,Unspecified,Indéterminée,73,e,73,e
2021,2021,PE,Prince Edward Island,Île-du-Prince-Édouard,Unspecified,Indéterminée,1,e,1,e
2021,2021,QC,Quebec,Québec,Unspecified,Indéterminée,625,e,625,e
2021,2021,SK,Saskatchewan,Saskatchewan,Unspecified,Indéterminée,635,e,635,e
2021,2021,YT,Yukon,Yukon,Unspecified,Indéterminée,112,e,112,e
